Order Date,Order ID,Product Name,Category,City,Country,Customer Name,Discount,Postal Code,Manufacturer,Profit,Profit Ratio,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
3/18/2017,US-2017-120929,Balt Solid Wood Rectangular Table,Furniture,Memphis,United States,Rose O'Brian,40.00%,38109,Balt,-$95.00,-50.00%,3.00,South,$190.00,Consumer,3/21/2017,Second Class,Tennessee,Tables
12/27/2016,CA-2016-134782,"Strathmore #10 Envelopes, Ultimate White",Office Supplies,Fayetteville,United States,Maribeth Dona,0.00%,72701,Strathmore,$52.00,49.00%,2.00,South,$105.00,Consumer,12/31/2016,Standard Class,Arkansas,Envelopes
7/25/2017,CA-2017-126158,Clear Mylar Reinforcing Strips,Office Supplies,Costa Mesa,United States,Sanjit Chand,20.00%,92627,Other,$40.00,34.00%,8.00,West,$120.00,Consumer,7/31/2017,Standard Class,California,Binders
7/25/2017,CA-2017-126158,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Costa Mesa,United States,Sanjit Chand,0.00%,92627,Howard Miller,$82.00,32.00%,4.00,West,$256.00,Consumer,7/31/2017,Standard Class,California,Furnishings
7/25/2017,CA-2017-126158,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Costa Mesa,United States,Sanjit Chand,20.00%,92627,DMI,$18.00,8.00%,2.00,West,$242.00,Consumer,7/31/2017,Standard Class,California,Chairs
7/25/2017,CA-2017-126158,Deflect-O Glasstique Clear Desk Accessories,Furniture,Costa Mesa,United States,Sanjit Chand,0.00%,92627,Deflect-o,$23.00,33.00%,9.00,West,$69.00,Consumer,7/31/2017,Standard Class,California,Furnishings
5/30/2017,US-2017-105578,Vinyl Sectional Post Binders,Office Supplies,Parker,United States,Maribeth Yedwab,70.00%,80134,Other,-$15.00,-67.00%,2.00,West,$23.00,Corporate,6/4/2017,Standard Class,Colorado,Binders
5/30/2017,US-2017-105578,GBC Standard Therm-A-Bind Covers,Office Supplies,Parker,United States,Maribeth Yedwab,70.00%,80134,GBC,-$12.00,-80.00%,2.00,West,$15.00,Corporate,6/4/2017,Standard Class,Colorado,Binders
5/30/2017,US-2017-105578,Global Troy Executive Leather Low-Back Tilter,Furniture,Parker,United States,Maribeth Yedwab,20.00%,80134,Global,$50.00,6.00%,2.00,West,$802.00,Corporate,6/4/2017,Standard Class,Colorado,Chairs
5/30/2017,US-2017-105578,Storex Flexible Poly Binders with Double Pockets,Office Supplies,Parker,United States,Maribeth Yedwab,70.00%,80134,Storex,-$2.00,-80.00%,3.00,West,$2.00,Corporate,6/4/2017,Standard Class,Colorado,Binders
5/30/2017,US-2017-105578,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Office Supplies,Parker,United States,Maribeth Yedwab,20.00%,80134,Other,$12.00,36.00%,1.00,West,$33.00,Corporate,6/4/2017,Standard Class,Colorado,Paper
11/12/2018,CA-2018-134978,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,New York City,United States,Ed Braxton,20.00%,10024,Avery,$5.00,34.00%,5.00,East,$16.00,Corporate,11/15/2018,Second Class,New York,Binders
3/16/2016,CA-2016-145352,Rogers Handheld Barrel Pencil Sharpener,Office Supplies,Atlanta,United States,Christopher Martinez,0.00%,30318,Rogers,$1.00,27.00%,1.00,South,$3.00,Consumer,3/22/2016,Standard Class,Georgia,Art
3/16/2016,CA-2016-145352,Newell 344,Office Supplies,Atlanta,United States,Christopher Martinez,0.00%,30318,Newell,$2.00,26.00%,3.00,South,$8.00,Consumer,3/22/2016,Standard Class,Georgia,Art
3/16/2016,CA-2016-145352,Personal File Boxes with Fold-Down Carry Handle,Office Supplies,Atlanta,United States,Christopher Martinez,0.00%,30318,Other,$12.00,25.00%,3.00,South,$47.00,Consumer,3/22/2016,Standard Class,Georgia,Storage
3/16/2016,CA-2016-145352,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,Atlanta,United States,Christopher Martinez,0.00%,30318,Fellowes,"$3,177.00",50.00%,5.00,South,"$6,355.00",Consumer,3/22/2016,Standard Class,Georgia,Binders
11/26/2018,CA-2018-135307,Executive Impressions Supervisor Wall Clock,Furniture,Gladstone,United States,Lynn Smith,0.00%,64118,Executive Impressions,$40.00,32.00%,3.00,Central,$126.00,Consumer,11/27/2018,First Class,Missouri,Furnishings
11/26/2018,CA-2018-135307,SanDisk Cruzer 32 GB USB Flash Drive,Technology,Gladstone,United States,Lynn Smith,0.00%,64118,SanDisk,$12.00,32.00%,2.00,Central,$38.00,Consumer,11/27/2018,First Class,Missouri,Accessories
10/20/2017,CA-2017-106341,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Office Supplies,Newark,United States,Luke Foster,20.00%,43055,Other,$1.00,10.00%,3.00,East,$7.00,Consumer,10/23/2017,First Class,Ohio,Art
12/21/2018,CA-2018-163405,Newell 327,Office Supplies,Los Angeles,United States,Bradley Nguyen,0.00%,90049,Newell,$2.00,27.00%,3.00,West,$7.00,Consumer,12/25/2018,Standard Class,California,Art
12/21/2018,CA-2018-163405,Newell 317,Office Supplies,Los Angeles,United States,Bradley Nguyen,0.00%,90049,Newell,$2.00,29.00%,2.00,West,$6.00,Consumer,12/25/2018,Standard Class,California,Art
1/22/2018,CA-2018-127432,Canon Image Class D660 Copier,Technology,Great Falls,United States,Alan Dominguez,0.00%,59405,Canon,"$1,380.00",46.00%,5.00,West,"$3,000.00",Home Office,1/27/2018,Standard Class,Montana,Copiers
1/22/2018,CA-2018-127432,Advantus Rolling Storage Box,Office Supplies,Great Falls,United States,Alan Dominguez,0.00%,59405,Advantus,$14.00,27.00%,3.00,West,$51.00,Home Office,1/27/2018,Standard Class,Montana,Storage
1/22/2018,CA-2018-127432,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,Great Falls,United States,Alan Dominguez,0.00%,59405,Other,$5.00,45.00%,2.00,West,$12.00,Home Office,1/27/2018,Standard Class,Montana,Paper
1/22/2018,CA-2018-127432,Tennsco Single-Tier Lockers,Office Supplies,Great Falls,United States,Alan Dominguez,0.00%,59405,Tennsco,$56.00,5.00%,3.00,West,"$1,126.00",Home Office,1/27/2018,Standard Class,Montana,Storage
3/22/2016,CA-2016-157812,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Technology,Houston,United States,Dean Braden,20.00%,77041,Verbatim,$5.00,29.00%,1.00,Central,$18.00,Consumer,3/26/2016,Standard Class,Texas,Accessories
3/22/2016,CA-2016-157812,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,Houston,United States,Dean Braden,20.00%,77041,Carina,-$26.00,-20.00%,2.00,Central,$130.00,Consumer,3/26/2016,Standard Class,Texas,Storage
3/22/2016,CA-2016-157812,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Office Supplies,Houston,United States,Dean Braden,80.00%,77041,XtraLife,-$21.00,-150.00%,9.00,Central,$14.00,Consumer,3/26/2016,Standard Class,Texas,Binders
1/23/2018,CA-2018-145142,Balt Solid Wood Rectangular Table,Furniture,Detroit,United States,Matt Connell,0.00%,48234,Balt,$21.00,10.00%,2.00,Central,$211.00,Corporate,1/25/2018,First Class,Michigan,Tables
5/21/2017,US-2017-139486,Motorola HK250 Universal Bluetooth Headset,Technology,Los Angeles,United States,Logan Haushalter,20.00%,90032,Motorola,-$12.00,-23.00%,3.00,West,$55.00,Consumer,5/23/2017,First Class,California,Phones
5/21/2017,US-2017-139486,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Los Angeles,United States,Logan Haushalter,0.00%,90032,Imation,$27.00,41.00%,2.00,West,$66.00,Consumer,5/23/2017,First Class,California,Accessories
12/26/2016,CA-2016-158792,Staples,Office Supplies,Lawrence,United States,Brian Dahlen,0.00%,1841,Other,$10.00,47.00%,5.00,East,$22.00,Consumer,1/2/2017,Standard Class,Massachusetts,Fasteners
10/21/2018,CA-2018-113558,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Lakeland,United States,Patricia Hirasaki,20.00%,33801,Global,$43.00,6.00%,3.00,South,$684.00,Home Office,10/26/2018,Standard Class,Florida,Chairs
10/21/2018,CA-2018-113558,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,Lakeland,United States,Patricia Hirasaki,20.00%,33801,Eldon,$5.00,11.00%,3.00,South,$46.00,Home Office,10/26/2018,Standard Class,Florida,Furnishings
9/3/2016,US-2016-138303,Eldon Gobal File Keepers,Office Supplies,Philadelphia,United States,Mike Gockenbach,20.00%,19134,Eldon,-$7.00,-20.00%,3.00,East,$36.00,Consumer,9/7/2016,Standard Class,Pennsylvania,Storage
9/3/2016,US-2016-138303,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,Philadelphia,United States,Mike Gockenbach,20.00%,19134,Martin-Yale,-$150.00,-23.00%,1.00,East,$666.00,Consumer,9/7/2016,Standard Class,Pennsylvania,Supplies
9/3/2016,US-2016-138303,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Office Supplies,Philadelphia,United States,Mike Gockenbach,20.00%,19134,Other,$20.00,38.00%,6.00,East,$53.00,Consumer,9/7/2016,Standard Class,Pennsylvania,Envelopes
11/7/2016,CA-2016-102848,Safco Contoured Stacking Chairs,Furniture,Los Angeles,United States,Karen Bern,20.00%,90036,SAFCO,$12.00,6.00%,1.00,West,$191.00,Corporate,11/9/2016,Second Class,California,Chairs
9/7/2018,US-2018-129441,Tenex Chairmats For Use With Carpeted Floors,Furniture,Los Angeles,United States,Jasper Cacioppo,0.00%,90032,Tenex,$2.00,5.00%,3.00,West,$48.00,Consumer,9/11/2018,Standard Class,California,Furnishings
5/29/2017,CA-2017-168753,Panasonic KX-TG9471B,Technology,Montgomery,United States,Rob Lucas,0.00%,36116,Panasonic,$274.00,28.00%,5.00,South,$980.00,Consumer,6/1/2017,Second Class,Alabama,Phones
5/29/2017,CA-2017-168753,Presstex Flexible Ring Binders,Office Supplies,Montgomery,United States,Rob Lucas,0.00%,36116,Other,$11.00,50.00%,5.00,South,$23.00,Consumer,6/1/2017,Second Class,Alabama,Binders
7/10/2017,CA-2017-126613,Sterilite Officeware Hinged File Box,Office Supplies,Mesa,United States,Allen Armold,20.00%,85204,Sterilite,$1.00,9.00%,2.00,West,$17.00,Consumer,7/16/2017,Standard Class,Arizona,Storage
9/3/2018,US-2018-122637,"Premier Elliptical Ring Binder, Black",Office Supplies,Chicago,United States,Emily Phan,80.00%,60653,Premier,-$68.00,-160.00%,7.00,Central,$43.00,Consumer,9/8/2018,Second Class,Illinois,Binders
12/3/2016,CA-2016-147851,Cardinal Poly Pocket Divider Pockets for Ring Binders,Office Supplies,New York City,United States,Mark Packer,20.00%,10009,Cardinal,$3.00,31.00%,4.00,East,$11.00,Home Office,12/8/2016,Standard Class,New York,Binders
12/7/2016,CA-2016-134894,Eureka The Boss Cordless Rechargeable Stick Vac,Office Supplies,Henderson,United States,Darren Koutras,0.00%,42420,Eureka,$41.00,27.00%,3.00,South,$153.00,Consumer,12/11/2016,Standard Class,Kentucky,Appliances
12/7/2016,CA-2016-134894,"Situations Contoured Folding Chairs, 4/Set",Furniture,Henderson,United States,Darren Koutras,0.00%,42420,Other,$71.00,25.00%,4.00,South,$284.00,Consumer,12/11/2016,Standard Class,Kentucky,Chairs
2/1/2015,CA-2015-140795,Enermax Aurora Lite Keyboard,Technology,Green Bay,United States,Bradley Drucker,0.00%,54302,Enermax,$206.00,44.00%,6.00,Central,$469.00,Consumer,2/3/2015,First Class,Wisconsin,Accessories
7/14/2017,CA-2017-136924,LG Electronics Tone+ HBS-730 Bluetooth Headset,Technology,Tucson,United States,Erin Smith,20.00%,85705,LG,$38.00,10.00%,8.00,West,$381.00,Corporate,7/17/2017,First Class,Arizona,Phones
12/18/2016,US-2016-120161,Fellowes Officeware Wire Shelving,Office Supplies,Springfield,United States,Liz MacKendrick,20.00%,45503,Fellowes,-$146.00,-23.00%,9.00,East,$647.00,Consumer,12/23/2016,Standard Class,Ohio,Storage
5/11/2015,CA-2015-103849,SanDisk Cruzer 64 GB USB Flash Drive,Technology,Fort Worth,United States,Paul Gonzalez,20.00%,76106,SanDisk,$7.00,13.00%,2.00,Central,$58.00,Consumer,5/16/2015,Standard Class,Texas,Accessories
5/11/2015,CA-2015-103849,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,Technology,Fort Worth,United States,Paul Gonzalez,20.00%,76106,Other,$6.00,6.00%,1.00,Central,$101.00,Consumer,5/16/2015,Standard Class,Texas,Phones
5/11/2015,CA-2015-103849,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,Fort Worth,United States,Paul Gonzalez,60.00%,76106,Deflect-o,-$84.00,-128.00%,4.00,Central,$66.00,Consumer,5/16/2015,Standard Class,Texas,Furnishings
11/19/2018,CA-2018-162929,Avery Printable Repositionable Plastic Tabs,Office Supplies,New York City,United States,Adrian Shami,20.00%,10035,Avery,$14.00,34.00%,6.00,East,$41.00,Home Office,11/22/2018,First Class,New York,Binders
11/19/2018,CA-2018-162929,Xerox 1898,Office Supplies,New York City,United States,Adrian Shami,0.00%,10035,Xerox,$6.00,48.00%,2.00,East,$13.00,Home Office,11/22/2018,First Class,New York,Paper
11/15/2016,CA-2016-113173,Home/Office Personal File Carts,Office Supplies,Chicago,United States,Dean Katz,20.00%,60653,Other,$16.00,6.00%,9.00,Central,$250.00,Corporate,11/17/2016,Second Class,Illinois,Storage
11/15/2016,CA-2016-113173,Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,Chicago,United States,Dean Katz,80.00%,60653,Other,-$17.00,-150.00%,3.00,Central,$11.00,Corporate,11/17/2016,Second Class,Illinois,Binders
11/15/2016,CA-2016-113173,Staple remover,Office Supplies,Chicago,United States,Dean Katz,20.00%,60653,Staple remover,-$2.00,-20.00%,5.00,Central,$9.00,Corporate,11/17/2016,Second Class,Illinois,Supplies
4/15/2017,CA-2017-136406,HON 5400 Series Task Chairs for Big and Tall,Furniture,San Francisco,United States,Bill Donatelli,20.00%,94110,Hon,$0.00,0.00%,2.00,West,"$1,122.00",Consumer,4/17/2017,Second Class,California,Chairs
9/11/2018,CA-2018-112774,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Furniture,Jacksonville,United States,Ryan Crowe,20.00%,32216,Howard Miller,$6.00,18.00%,1.00,South,$35.00,Consumer,9/12/2018,First Class,Florida,Furnishings
11/24/2018,CA-2018-101945,Advantus T-Pin Paper Clips,Office Supplies,Houston,United States,Greg Tran,20.00%,77070,Advantus,$3.00,24.00%,3.00,Central,$11.00,Consumer,11/28/2018,Standard Class,Texas,Fasteners
6/29/2018,CA-2018-100650,Tennsco 16-Compartment Lockers with Coat Rack,Office Supplies,Anaheim,United States,Dean Katz,0.00%,92804,Tennsco,$311.00,24.00%,2.00,West,"$1,296.00",Corporate,7/3/2018,Second Class,California,Storage
3/3/2015,CA-2015-155852,Zebra Zazzle Fluorescent Highlighters,Office Supplies,Wilmington,United States,Ashley Jarboe,20.00%,28403,Zebra,$3.00,18.00%,4.00,South,$19.00,Consumer,3/7/2015,Second Class,North Carolina,Art
6/10/2017,CA-2017-113243,Avery 473,Office Supplies,Los Angeles,United States,Olvera Toch,0.00%,90045,Avery,$10.00,48.00%,2.00,West,$21.00,Consumer,6/15/2017,Standard Class,California,Labels
6/10/2017,CA-2017-113243,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Furniture,Los Angeles,United States,Olvera Toch,20.00%,90045,Bretford,-$217.00,-16.00%,4.00,West,"$1,336.00",Consumer,6/15/2017,Standard Class,California,Tables
6/10/2017,CA-2017-113243,Xerox 226,Office Supplies,Los Angeles,United States,Olvera Toch,0.00%,90045,Xerox,$16.00,48.00%,5.00,West,$32.00,Consumer,6/15/2017,Standard Class,California,Paper
11/20/2018,CA-2018-118731,Coloredge Poster Frame,Furniture,San Francisco,United States,Liz Pelletier,0.00%,94110,Other,$17.00,39.00%,3.00,West,$43.00,Consumer,11/22/2018,Second Class,California,Furnishings
11/20/2018,CA-2018-118731,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,San Francisco,United States,Liz Pelletier,20.00%,94110,GBC,$27.00,33.00%,7.00,West,$84.00,Consumer,11/22/2018,Second Class,California,Binders
9/14/2015,CA-2015-145576,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",Office Supplies,Tampa,United States,Cynthia Arntzen,20.00%,33614,Other,$1.00,10.00%,5.00,South,$13.00,Consumer,9/18/2015,Second Class,Florida,Appliances
9/14/2015,CA-2015-145576,Advantus Panel Wall Acrylic Frame,Furniture,Tampa,United States,Cynthia Arntzen,20.00%,33614,Advantus,$4.00,29.00%,3.00,South,$13.00,Consumer,9/18/2015,Second Class,Florida,Furnishings
12/7/2016,CA-2016-130736,"Alliance Big Bands Rubber Bands, 12/Pack",Office Supplies,Seattle,United States,Jeremy Farry,0.00%,98105,Alliance,$0.00,0.00%,2.00,West,$4.00,Consumer,12/9/2016,First Class,Washington,Fasteners
12/7/2016,CA-2016-130736,Avery 509,Office Supplies,Seattle,United States,Jeremy Farry,0.00%,98105,Avery,$1.00,46.00%,1.00,West,$3.00,Consumer,12/9/2016,First Class,Washington,Labels
12/7/2018,CA-2018-137099,Cisco SPA301,Technology,Los Angeles,United States,Frank Preis,20.00%,90008,Cisco,$47.00,13.00%,3.00,West,$374.00,Consumer,12/10/2018,First Class,California,Phones
10/1/2018,CA-2018-156951,Personal Creations Ink Jet Cards and Labels,Office Supplies,Seattle,United States,Ellis Ballard,0.00%,98105,Other,$45.00,49.00%,8.00,West,$92.00,Corporate,10/8/2018,Standard Class,Washington,Paper
10/1/2018,CA-2018-156951,"GBC White Gloss Covers, Plain Front",Office Supplies,Seattle,United States,Ellis Ballard,20.00%,98105,GBC,$27.00,34.00%,7.00,West,$81.00,Corporate,10/8/2018,Standard Class,Washington,Binders
10/1/2018,CA-2018-156951,Xerox 222,Office Supplies,Seattle,United States,Ellis Ballard,0.00%,98105,Xerox,$9.00,48.00%,3.00,West,$19.00,Corporate,10/8/2018,Standard Class,Washington,Paper
10/1/2018,CA-2018-156951,Hon Every-Day Series Multi-Task Chairs,Furniture,Seattle,United States,Ellis Ballard,20.00%,98105,Hon,$0.00,0.00%,3.00,West,$451.00,Corporate,10/8/2018,Standard Class,Washington,Chairs
12/28/2018,CA-2018-164826,Avery 473,Office Supplies,New York City,United States,Jennifer Ferguson,0.00%,10024,Avery,$35.00,48.00%,7.00,East,$72.00,Consumer,1/4/2019,Standard Class,New York,Labels
12/28/2018,CA-2018-164826,OIC Bulk Pack Metal Binder Clips,Office Supplies,New York City,United States,Jennifer Ferguson,0.00%,10024,Other,$6.00,46.00%,4.00,East,$14.00,Consumer,1/4/2019,Standard Class,New York,Fasteners
12/28/2018,CA-2018-164826,Storex Dura Pro Binders,Office Supplies,New York City,United States,Jennifer Ferguson,20.00%,10024,Storex,$11.00,34.00%,7.00,East,$33.00,Consumer,1/4/2019,Standard Class,New York,Binders
12/28/2018,CA-2018-164826,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Technology,New York City,United States,Jennifer Ferguson,0.00%,10024,Other,$4.00,27.00%,3.00,East,$15.00,Consumer,1/4/2019,Standard Class,New York,Phones
11/3/2017,CA-2017-127250,Newell 332,Office Supplies,Marysville,United States,Sarah Foster,0.00%,98270,Newell,$2.00,27.00%,3.00,West,$9.00,Consumer,11/7/2017,Standard Class,Washington,Art
9/18/2016,CA-2016-149713,Personal Creations Ink Jet Cards and Labels,Office Supplies,Long Beach,United States,Trudy Glocke,0.00%,90805,Other,$79.00,49.00%,14.00,West,$161.00,Consumer,9/22/2016,Second Class,California,Paper
9/18/2016,CA-2016-149713,Rediform S.O.S. Phone Message Books,Office Supplies,Long Beach,United States,Trudy Glocke,0.00%,90805,REDIFORM,$10.00,49.00%,4.00,West,$20.00,Consumer,9/22/2016,Second Class,California,Paper
9/18/2016,CA-2016-149713,Acme Value Line Scissors,Office Supplies,Long Beach,United States,Trudy Glocke,0.00%,90805,Acme,$2.00,30.00%,2.00,West,$7.00,Consumer,9/22/2016,Second Class,California,Supplies
7/20/2018,CA-2018-118640,"Trav-L-File Heavy-Duty Shuttle II, Black",Office Supplies,Chicago,United States,Carlos Soltero,20.00%,60610,Other,$9.00,13.00%,2.00,Central,$70.00,Consumer,7/26/2018,Standard Class,Illinois,Storage
7/20/2018,CA-2018-118640,"Contract Clock, 14"", Brown",Furniture,Chicago,United States,Carlos Soltero,60.00%,60610,Other,-$6.00,-65.00%,1.00,Central,$9.00,Consumer,7/26/2018,Standard Class,Illinois,Furnishings
9/10/2016,CA-2016-132906,Martin-Yale Premier Letter Opener,Office Supplies,Los Angeles,United States,Charles Crestani,0.00%,90004,Martin-Yale,$2.00,3.00%,4.00,West,$52.00,Consumer,9/14/2016,Standard Class,California,Supplies
12/1/2018,CA-2018-145233,GE 30524EE4,Technology,Denver,United States,Dianna Vittorini,20.00%,80219,GE,$53.00,11.00%,3.00,West,$470.00,Consumer,12/5/2018,Standard Class,Colorado,Phones
